"","GEOID","Time.Period","Coverage"
"51","01023956800","2010_2014",0.000218932219016032
"52","01023956800","2015_2019",0
"53","01025957500","2010_2014",0
"54","01025957500","2015_2019",0
"55","01025957800","2010_2014",0
"56","01025957800","2015_2019",0.000107584722969338
"57","01053969800","2010_2014",0.000167084552457573
"58","01053969800","2015_2019",0
"59","01053970300","2010_2014",0
"60","01053970300","2015_2019",0.000154320987654321
"61","01053970500","2010_2014",0
"62","01053970500","2015_2019",0.000214126427888773
"63","01061050100","2010_2014",9.05387052965143e-05
"64","01061050100","2015_2019",0
"65","01061050300","2010_2014",8.82223202470225e-05
"66","01061050300","2015_2019",9.02527075812274e-05
"67","01061050400","2010_2014",8.67302688638335e-05
"68","01061050400","2015_2019",0
"69","01061050600","2010_2014",0
"70","01061050600","2015_2019",0
"71","01097000200","2010_2014",0.000615138749012988
"72","01097000200","2015_2019",0
"73","01097000600","2010_2014",0
"74","01097000600","2015_2019",0.000487563427704273
"75","01097000701","2010_2014",0.000268817204301075
"76","01097000701","2015_2019",0
"77","01097000800","2010_2014",0
"78","01097000800","2015_2019",0
"79","01097000901","2010_2014",0
"80","01097000901","2015_2019",0
"81","01097000902","2010_2014",0
"82","01097000902","2015_2019",0.000206398348813209
"83","01097001001","2010_2014",0
"84","01097001001","2015_2019",0
"85","01097001002","2010_2014",0.000239808153477218
"86","01097001002","2015_2019",0
"87","01097001100","2010_2014",0
"88","01097001100","2015_2019",0.000223964165733483
"89","01097001302","2010_2014",0.000191754554170662
"90","01097001302","2015_2019",0
"91","01097001800","2010_2014",0.000237529691211401
"92","01097001800","2015_2019",0.000805037558970621
"93","01097001901","2010_2014",0.0020199069250514
"94","01097001901","2015_2019",0.00127638576385442
"95","01097001902","2010_2014",0
"96","01097001902","2015_2019",0.000466804528234985
"97","01097002000","2010_2014",0.000315457413249211
"98","01097002000","2015_2019",0.00220924577505651
"99","01097002100","2010_2014",0
"100","01097002100","2015_2019",0
"101","01097002200","2010_2014",0
"102","01097002200","2015_2019",0
"103","01097002301","2010_2014",0.000251256281407035
"104","01097002301","2015_2019",0.000258732212160414
"105","01097002302","2010_2014",0
"106","01097002302","2015_2019",0
"107","01097002400","2010_2014",0.000158604282315623
"108","01097002400","2015_2019",0
"109","01097002501","2010_2014",0
"110","01097002501","2015_2019",0.000125470514429109
"111","01097002502","2010_2014",0.000178094390026714
"112","01097002502","2015_2019",0
"113","01097002800","2010_2014",9.88142292490119e-05
"114","01097002800","2015_2019",0.000102933607822954
"115","01097002900","2010_2014",0
"116","01097002900","2015_2019",0.000120481927710843
"117","01097003100","2010_2014",0
"118","01097003100","2015_2019",0.000111982082866741
"119","01097003204","2010_2014",0.000117647058823529
"120","01097003204","2015_2019",0
"121","01097003301","2010_2014",0.000309767943874798
"122","01097003301","2015_2019",0
"123","01097003302","2010_2014",0.00012070006035003
"124","01097003302","2015_2019",0
"125","01097003406","2010_2014",0
"126","01097003406","2015_2019",0.00016849199663016
"127","01097003501","2010_2014",0
"128","01097003501","2015_2019",0
"129","01097003502","2010_2014",0
"130","01097003502","2015_2019",0.000183150183150183
"131","01097003606","2010_2014",0.000140548137737175
"132","01097003606","2015_2019",0.000242571255306246
"133","01097003703","2010_2014",0
"134","01097003703","2015_2019",0
"135","01097003708","2010_2014",0
"136","01097003708","2015_2019",0
"137","01097003710","2010_2014",0.000104384133611691
"138","01097003710","2015_2019",0
"139","01097003800","2010_2014",0.000315457413249211
"140","01097003800","2015_2019",0
"141","01097005000","2010_2014",0
"142","01097005000","2015_2019",0.000334448160535117
"143","01097005100","2010_2014",0
"144","01097005100","2015_2019",0
"145","01097005300","2010_2014",0
"146","01097005300","2015_2019",0
"147","01097005400","2010_2014",0.000357359335687509
"148","01097005400","2015_2019",0.000128287363694676
"149","01097005500","2010_2014",0.000175131348511384
"150","01097005500","2015_2019",0.000967633989539429
"151","01097005600","2010_2014",0.000230336640693819
"152","01097005600","2015_2019",7.73694390715667e-05
"153","01097005700","2010_2014",0
"154","01097005700","2015_2019",8.03535556448373e-05
"155","01097005900","2010_2014",0.000134408602150538
"156","01097005900","2015_2019",0
"157","01097006103","2010_2014",0
"158","01097006103","2015_2019",0.000114220445459737
"159","01097006105","2010_2014",0
"160","01097006105","2015_2019",8.82223202470225e-05
"161","01097006402","2010_2014",0
"162","01097006402","2015_2019",0
"163","01097006404","2010_2014",5.20833333333333e-05
"164","01097006404","2015_2019",5.00250125062531e-05
"165","01097006406","2010_2014",0
"166","01097006406","2015_2019",7.23065798987708e-05
"167","01097006407","2010_2014",0
"168","01097006407","2015_2019",9.25925925925926e-05
"169","01097006501","2010_2014",0.000113314447592068
"170","01097006501","2015_2019",0
"171","01097006502","2010_2014",9.76744563058791e-05
"172","01097006502","2015_2019",4.97760079641613e-05
"173","01097006801","2010_2014",0
"174","01097006801","2015_2019",6.24219725343321e-05
"175","01097006901","2010_2014",0
"176","01097006901","2015_2019",7.05218617771509e-05
"177","01097007000","2010_2014",0.000943967396157588
"178","01097007000","2015_2019",0.00063652029856387
"179","01097007101","2010_2014",0
"180","01097007101","2015_2019",0
"181","01097007103","2010_2014",0.000836148412630763
"182","01097007103","2015_2019",0.000296863309289238
"183","01097007201","2010_2014",0.000206398348813209
"184","01097007201","2015_2019",0.000201816347124117
"185","01097007202","2010_2014",0.00635723478895753
"186","01097007202","2015_2019",0.00446274857807929
"187","01097007300","2010_2014",0.000550934179065908
"188","01097007300","2015_2019",0.000860175674600059
"189","01097007400","2010_2014",0.000366557010958898
"190","01097007400","2015_2019",0.000470670843093262
"191","01097007600","2010_2014",0
"192","01097007600","2015_2019",0
"193","01129044100","2010_2014",0
"194","01129044100","2015_2019",0
"195","01131034800","2010_2014",0.000111482720178372
"196","01131034800","2015_2019",0
"197","01131035100","2010_2014",0.00018348623853211
"198","01131035100","2015_2019",0.000186393289841566
"199","12001000301","2010_2014",0
"200","12001000301","2015_2019",0
"201","12001000400","2010_2014",9.54198473282443e-05
"202","12001000400","2015_2019",0.000187009158334202
"203","12001000700","2010_2014",9.04159132007233e-05
"204","12001000700","2015_2019",0
"205","12001001000","2010_2014",0
"206","12001001000","2015_2019",8.58369098712446e-05
"207","12001001100","2010_2014",0.000138292702439048
"208","12001001100","2015_2019",7.03482237073514e-05
"209","12001001201","2010_2014",0.000174216027874564
"210","12001001201","2015_2019",0
"211","12001001202","2010_2014",0.000199606689176082
"212","12001001202","2015_2019",0
"213","12001001203","2010_2014",0
"214","12001001203","2015_2019",0.000243605359317905
"215","12001001400","2010_2014",0
"216","12001001400","2015_2019",0
"217","12001001521","2010_2014",0
"218","12001001521","2015_2019",9.98003992015968e-05
"219","12001001603","2010_2014",0.000379506641366224
"220","12001001603","2015_2019",0
"221","12001001604","2010_2014",7.80944943381492e-05
"222","12001001604","2015_2019",6.1633281972265e-05
"223","12001001701","2010_2014",0
"224","12001001701","2015_2019",0.000163631762680124
"225","12001001702","2010_2014",0
"226","12001001702","2015_2019",9.99500249875062e-05
"227","12001001801","2010_2014",0
"228","12001001801","2015_2019",0
"229","12001001802","2010_2014",0
"230","12001001802","2015_2019",0
"231","12001001803","2010_2014",0.000147397462634689
"232","12001001803","2015_2019",7.02247191011236e-05
"233","12001001811","2010_2014",0.000207234508601663
"234","12001001811","2015_2019",0
"235","12001001813","2010_2014",0
"236","12001001813","2015_2019",0.00059259644584507
"237","12001001814","2010_2014",0.000293410834042508
"238","12001001814","2015_2019",0
"239","12001001902","2010_2014",0.000204708290685773
"240","12001001902","2015_2019",0
"241","12001001907","2010_2014",0.000209205020920502
"242","12001001907","2015_2019",0.000185873605947955
"243","12001001908","2010_2014",0.000224502825942689
"244","12001001908","2015_2019",0.000117577895355673
"245","12001002000","2010_2014",0
"246","12001002000","2015_2019",0.000266433612641555
"247","12001002101","2010_2014",0.000254452926208651
"248","12001002101","2015_2019",0
"249","12001002102","2010_2014",0
"250","12001002102","2015_2019",0
"251","12001002201","2010_2014",0.000107123727905731
"252","12001002201","2015_2019",0
"253","12001002204","2010_2014",0.00014246986492571
"254","12001002204","2015_2019",0.000201563864708568
"255","12001002205","2010_2014",4.97017892644135e-05
"256","12001002205","2015_2019",0.000197332807867397
"257","12001002207","2010_2014",0.000148148148148148
"258","12001002207","2015_2019",0
"259","12001002208","2010_2014",0.000412072755667592
"260","12001002208","2015_2019",0.00021953896816685
"261","12001002209","2010_2014",6.86577411603158e-05
"262","12001002209","2015_2019",6.58761528326746e-05
"263","12001002210","2010_2014",0
"264","12001002210","2015_2019",0.000123685837971552
"265","12001002217","2010_2014",0
"266","12001002217","2015_2019",0
"267","12001002220","2010_2014",0.000229357798165138
"268","12001002220","2015_2019",0.000415800415800416
"269","12003040201","2010_2014",9.59232613908873e-05
"270","12003040201","2015_2019",0
"271","12005000201","2010_2014",0
"272","12005000201","2015_2019",0
"273","12005000202","2010_2014",0.00154384933123545
"274","12005000202","2015_2019",0.00062469683984824
"275","12005000300","2010_2014",0
"276","12005000300","2015_2019",7.54432289701999e-05
"277","12005000400","2010_2014",0.000264556060325421
"278","12005000400","2015_2019",0.000542559775762204
"279","12005000500","2010_2014",0.0006279664736295
"280","12005000500","2015_2019",0.00057021656264891
"281","12005000600","2010_2014",0.00163688212356045
"282","12005000600","2015_2019",0.00172769624363158
"283","12005000803","2010_2014",0.000107238605898123
"284","12005000803","2015_2019",0.000100959111559818
"285","12005000804","2010_2014",0.000223713646532438
"286","12005000804","2015_2019",0.000236406619385343
"287","12005000805","2010_2014",0.000626533547478091
"288","12005000805","2015_2019",0
"289","12005000806","2010_2014",0.00118573165469605
"290","12005000806","2015_2019",0.00171244776529533
"291","12005000900","2010_2014",0.000378608022614207
"292","12005000900","2015_2019",0
"293","12005001100","2010_2014",0.000112994350282486
"294","12005001100","2015_2019",0.000238954083416958
"295","12005001200","2010_2014",0.000170068027210884
"296","12005001200","2015_2019",0
"297","12005001301","2010_2014",0.000630690015836255
"298","12005001301","2015_2019",0.000940288905434518
"299","12005001302","2010_2014",0.000392993457657476
"300","12005001302","2015_2019",0.000226143442880651
"301","12005001402","2010_2014",0.000875256791944875
"302","12005001402","2015_2019",0.000462812050536084
"303","12005001403","2010_2014",0.00185632197643595
"304","12005001403","2015_2019",0.00125651309184525
"305","12005001404","2010_2014",0.00125367884219521
"306","12005001404","2015_2019",0.00072903776535327
"307","12005001501","2010_2014",0.00106078346754003
"308","12005001501","2015_2019",0.00066398145845828
"309","12005001502","2010_2014",0.000636523362195127
"310","12005001502","2015_2019",0.000477190598001737
"311","12005001600","2010_2014",0.000141043723554302
"312","12005001600","2015_2019",0.000163532297628782
"313","12005001700","2010_2014",0
"314","12005001700","2015_2019",0
"315","12005001800","2010_2014",0
"316","12005001800","2015_2019",0.000346020761245675
"317","12005001900","2010_2014",0.000438026048349214
"318","12005001900","2015_2019",0.000631834030563791
"319","12005002000","2010_2014",0.000217864923747277
"320","12005002000","2015_2019",0.000230414746543779
"321","12005002200","2010_2014",0.000208110762191503
"322","12005002200","2015_2019",0.00022250414876239
"323","12005002300","2010_2014",0.000225861095426313
"324","12005002300","2015_2019",0.000117716303708064
"325","12005002400","2010_2014",0.000551265823294621
"326","12005002400","2015_2019",0.000109529025191676
"327","12005002500","2010_2014",0.00135353247688726
"328","12005002500","2015_2019",0.000955158100474234
"329","12005002601","2010_2014",0.00132313487242629
"330","12005002601","2015_2019",0.00112934436621363
"331","12005002603","2010_2014",0.000215285252960172
"332","12005002603","2015_2019",0.00017905102954342
"333","12005002604","2010_2014",0.000484340873574905
"334","12005002604","2015_2019",0.000450033171783888
"335","12005002605","2010_2014",0.00250324547479011
"336","12005002605","2015_2019",0.0102692109647843
"337","12005002606","2010_2014",0.00135445811263993
"338","12005002606","2015_2019",0.0014727137908126
"339","12005002607","2010_2014",0.0033886615223406
"340","12005002607","2015_2019",0.00689727789658728
"341","12005002608","2010_2014",0.00216152941968072
"342","12005002608","2015_2019",0.00224029679356279
"343","12005002701","2010_2014",0.00139425286558289
"344","12005002701","2015_2019",0.00159993069506334
"345","12005002702","2010_2014",0.0073078439453583
"346","12005002702","2015_2019",0.000644162248836099
"347","12005002703","2010_2014",0.0017019389635479
"348","12005002703","2015_2019",0.000339705761438564
"349","12005002704","2010_2014",0.00195339023966936
"350","12005002704","2015_2019",0.00356425338537769
"351","12005002705","2010_2014",0.00338989938466415
"352","12005002705","2015_2019",0.00199756779465928
"353","12007000100","2010_2014",0
"354","12007000100","2015_2019",0.000382974177374409
"355","12007000200","2010_2014",0.000172587736442593
"356","12007000200","2015_2019",0.000235022154869758
"357","12007000300","2010_2014",6.80272108843537e-05
"358","12007000300","2015_2019",7.26744186046512e-05
"359","12007000400","2010_2014",0.000364799348240277
"360","12007000400","2015_2019",0
"361","12011010102","2010_2014",0.00213046058759006
"362","12011010102","2015_2019",0.00120949450040836
"363","12011010103","2010_2014",0.00192309167761815
"364","12011010103","2015_2019",0.000627737855182827
"365","12011010104","2010_2014",0.000830057577516249
"366","12011010104","2015_2019",0.000789875701752666
"367","12011010200","2010_2014",0.000446474333710712
"368","12011010200","2015_2019",0.000505519952253686
"369","12011010304","2010_2014",0
"370","12011010304","2015_2019",0
"371","12011010305","2010_2014",9.88630746416213e-05
"372","12011010305","2015_2019",0.000482713157370736
"373","12011010306","2010_2014",0
"374","12011010306","2015_2019",0
"375","12011010307","2010_2014",0
"376","12011010307","2015_2019",0.000122774708410068
"377","12011010308","2010_2014",0.00046221549370323
"378","12011010308","2015_2019",0.000463248251953911
"379","12011010401","2010_2014",0.000115673799884326
"380","12011010401","2015_2019",0
"381","12011010402","2010_2014",0
"382","12011010402","2015_2019",0
"383","12011010403","2010_2014",5.60852495793606e-05
"384","12011010403","2015_2019",0
"385","12011010405","2010_2014",7.75193798449612e-05
"386","12011010405","2015_2019",7.57002271006813e-05
"387","12011010407","2010_2014",0.00125158139534363
"388","12011010407","2015_2019",0.000154261473197069
"389","12011010502","2010_2014",0.000562698083246028
"390","12011010502","2015_2019",0.000478023178481994
"391","12011010503","2010_2014",0.00233687281608024
"392","12011010503","2015_2019",0.00184752303832967
"393","12011010504","2010_2014",0.000533552696356688
"394","12011010504","2015_2019",0.000587676750003398
"395","12011010601","2010_2014",0.000912738589534278
"396","12011010601","2015_2019",0.000774751437548133
"397","12011010603","2010_2014",0.00279490008077088
"398","12011010603","2015_2019",0.00108349713741197
"399","12011010604","2010_2014",0.00229167991198605
"400","12011010604","2015_2019",0.00087673680255717
"401","12011010605","2010_2014",0.00078001877083879
"402","12011010605","2015_2019",0.000198715457086272
"403","12011010606","2010_2014",0.000395617454490778
"404","12011010606","2015_2019",0.000165957171988106
"405","12011010607","2010_2014",5.84966364434045e-05
"406","12011010607","2015_2019",0.000179487055851306
"407","12011010609","2010_2014",0.000436797906286092
"408","12011010609","2015_2019",0.000122699386503067
"409","12011010610","2010_2014",0
"410","12011010610","2015_2019",0.000176651232401325
"411","12011010611","2010_2014",0.00231395934758982
"412","12011010611","2015_2019",0.0014398846927847
"413","12011010612","2010_2014",0.00176335961339521
"414","12011010612","2015_2019",0.000621900155055071
"415","12011010701","2010_2014",0
"416","12011010701","2015_2019",0.000117233294255569
"417","12011010702","2010_2014",0
"418","12011010702","2015_2019",8.09388911371914e-05
"419","12011010800","2010_2014",0.000486344809534211
"420","12011010800","2015_2019",0
"421","12011010901","2010_2014",0.0028093190252209
"422","12011010901","2015_2019",0.000824239789244223
"423","12011010902","2010_2014",0.000702762847459851
"424","12011010902","2015_2019",0.000993096525797287
"425","12011011000","2010_2014",0.00493323962124832
"426","12011011000","2015_2019",0
"427","12011020101","2010_2014",0.000358622490845616
"428","12011020101","2015_2019",6.2266500622665e-05
"429","12011020103","2010_2014",0.000160933732921227
"430","12011020103","2015_2019",0
"431","12011020104","2010_2014",0.000572004168321532
"432","12011020104","2015_2019",0.000359066427289048
"433","12011020204","2010_2014",0.000754802846666552
"434","12011020204","2015_2019",0.000323101777059774
"435","12011020205","2010_2014",0.000925459965322472
"436","12011020205","2015_2019",0.000144433361579006
"437","12011020206","2010_2014",0.0023132825384856
"438","12011020206","2015_2019",0.000648123378979298
"439","12011020207","2010_2014",0.00137885130856428
"440","12011020207","2015_2019",0.000382336317305991
"441","12011020209","2010_2014",0.00206458038020092
"442","12011020209","2015_2019",0
"443","12011020210","2010_2014",0.00172931371096918
"444","12011020210","2015_2019",0.000285766657966115
"445","12011020211","2010_2014",0.000739971726197239
"446","12011020211","2015_2019",0
"447","12011020212","2010_2014",0.00142584614444977
"448","12011020212","2015_2019",0.000235994975276551
"449","12011020302","2010_2014",0.000630801294539788
"450","12011020302","2015_2019",0.000225189730904992
"451","12011020308","2010_2014",0.00137966933622647
"452","12011020308","2015_2019",0.000256970553188118
"453","12011020309","2010_2014",0.00113258075634946
"454","12011020309","2015_2019",0.000487428295486344
"455","12011020311","2010_2014",0.00128325131027613
"456","12011020311","2015_2019",0.000720252683622038
"457","12011020312","2010_2014",0.000895654023911901
"458","12011020312","2015_2019",0.000506487129430299
"459","12011020313","2010_2014",0.00162476822236885
"460","12011020313","2015_2019",0.000101936799184506
"461","12011020314","2010_2014",0.00119035848295731
"462","12011020314","2015_2019",0.000324571011949774
"463","12011020315","2010_2014",0.00095460064671374
"464","12011020315","2015_2019",0.000862363142472158
"465","12011020316","2010_2014",0.000651947486901206
"466","12011020316","2015_2019",0.000935981575984413
"467","12011020317","2010_2014",0.0016887612331081
"468","12011020317","2015_2019",0
"469","12011020318","2010_2014",0.00188145785998805
"470","12011020318","2015_2019",0.000765633164255574
"471","12011020319","2010_2014",0.00143207275589452
"472","12011020319","2015_2019",0.000288482346964078
"473","12011020320","2010_2014",0.00300536020374955
"474","12011020320","2015_2019",0.000784504676641447
"475","12011020321","2010_2014",0.00223578990506524
"476","12011020321","2015_2019",0.00134004474272931
"477","12011020322","2010_2014",0.00130737739743661
"478","12011020322","2015_2019",0.00153198050704779
"479","12011020323","2010_2014",0.00178412801893952
"480","12011020323","2015_2019",0
"481","12011020324","2010_2014",0.00116160444560195
"482","12011020324","2015_2019",0.000667324746537803
"483","12011020325","2010_2014",0.00172395279335725
"484","12011020325","2015_2019",0.000578877873181671
"485","12011020326","2010_2014",0.0011266150267162
"486","12011020326","2015_2019",0.000696240799395889
"487","12011020404","2010_2014",0.00244560500109838
"488","12011020404","2015_2019",0.000924118517487505
"489","12011020405","2010_2014",0.00124385452099369
"490","12011020405","2015_2019",0.00211415817831279
"491","12011020406","2010_2014",0.00195139808598754
"492","12011020406","2015_2019",0.000454428985559683
"493","12011020407","2010_2014",0.00202839658716962
"494","12011020407","2015_2019",0.000838849157743278
"495","12011020409","2010_2014",0.000560983820023125
"496","12011020409","2015_2019",0.000294670671470069
"497","12011020411","2010_2014",0.00109165511421426
"498","12011020411","2015_2019",0.00153354949668998
"499","12011020412","2010_2014",0.00108017296028793
"500","12011020412","2015_2019",0.000201207243460765
"501","12011020413","2010_2014",0.00107613518700895
"502","12011020413","2015_2019",0.000602527682878681
"503","12011020414","2010_2014",0.000545038323497086
"504","12011020414","2015_2019",0.000104275286757039
"505","12011020415","2010_2014",0.00154256260409622
"506","12011020415","2015_2019",0.000863087396794217
"507","12011020501","2010_2014",0.00212127263244305
"508","12011020501","2015_2019",0.000259935290370752
"509","12011020502","2010_2014",0.00117892928468486
"510","12011020502","2015_2019",0.000438560222024424
"511","12011030100","2010_2014",0.00176668997432159
"512","12011030100","2015_2019",0.00155987938138414
"513","12011030201","2010_2014",0
"514","12011030201","2015_2019",0.000279569041684799
"515","12011030202","2010_2014",0
"516","12011030202","2015_2019",0.000386100386100386
"517","12011030203","2010_2014",0
"518","12011030203","2015_2019",0.000257731958762887
"519","12011030302","2010_2014",0.00114392201740187
"520","12011030302","2015_2019",0.000345761258413137
"521","12011030401","2010_2014",0.000811653321977516
"522","12011030401","2015_2019",0.000210304942166141
"523","12011030402","2010_2014",0.00113663778458707
"524","12011030402","2015_2019",0.00016220600162206
"525","12011030500","2010_2014",0.000474825779799192
"526","12011030500","2015_2019",0.000117716303708064
"527","12011030600","2010_2014",0.000799674600055141
"528","12011030600","2015_2019",0.000585693518794752
"529","12011030702","2010_2014",0
"530","12011030702","2015_2019",0.000158730158730159
"531","12011030703","2010_2014",0.000194588619215815
"532","12011030703","2015_2019",0
"533","12011030704","2010_2014",0.000535041458836271
"534","12011030704","2015_2019",0
"535","12011030705","2010_2014",0.000383657530579361
"536","12011030705","2015_2019",0.000226728523302933
"537","12011030801","2010_2014",0.000386120612840504
"538","12011030801","2015_2019",0.000346191425769052
"539","12011030802","2010_2014",0.000107520635696793
"540","12011030802","2015_2019",0
"541","12011030902","2010_2014",0.00116162674273248
"542","12011030902","2015_2019",0.00108465678906454
"543","12011030903","2010_2014",0.00117193208912076
"544","12011030903","2015_2019",0.00051280451374046
"545","12011030904","2010_2014",0.00198440572481873
"546","12011030904","2015_2019",0.00067882331214142
"547","12011031001","2010_2014",0.000185013876040703
"548","12011031001","2015_2019",0.000897077510908998
"549","12011031002","2010_2014",0.00216748598583754
"550","12011031002","2015_2019",0.000653682194379738
"551","12011031101","2010_2014",0.00234192596238781
"552","12011031101","2015_2019",0.000748567703245988
"553","12011031102","2010_2014",0.000946225703006529
"554","12011031102","2015_2019",0.000508287171141162
"555","12011031202","2010_2014",0.00191515133328876
"556","12011031202","2015_2019",0.000587922072689409
"557","12011031203","2010_2014",0
"558","12011031203","2015_2019",0
"559","12011031204","2010_2014",0.00101593527836828
"560","12011031204","2015_2019",0.0227631325479736
"561","12011031205","2010_2014",0.000442236656505084
"562","12011031205","2015_2019",0.0522571415619563
"563","12011040101","2010_2014",0.00772295396452598
"564","12011040101","2015_2019",0
"565","12011040102","2010_2014",0.00145647838256768
"566","12011040102","2015_2019",0.0148050517697616
"567","12011040203","2010_2014",0.000997869033760826
"568","12011040203","2015_2019",0.000863610706809328
"569","12011040204","2010_2014",0.00488394730012151
"570","12011040204","2015_2019",0.000116754232340922
"571","12011040205","2010_2014",0.000680567452226162
"572","12011040205","2015_2019",0.000591795268333042
"573","12011040206","2010_2014",0.000331086398631309
"574","12011040206","2015_2019",0.000658843138487581
"575","12011040300","2010_2014",0.000114744693057946
"576","12011040300","2015_2019",0.000212124294159923
"577","12011040401","2010_2014",0.00132994378105084
"578","12011040401","2015_2019",0.00703706962718743
"579","12011040402","2010_2014",0.000995125113735886
"580","12011040402","2015_2019",0.000276394849785408
"581","12011040502","2010_2014",0.000317238270555841
"582","12011040502","2015_2019",0.00103929444148122
"583","12011040503","2010_2014",0.000422427035330261
"584","12011040503","2015_2019",0.000340136054421769
"585","12011040504","2010_2014",0
"586","12011040504","2015_2019",0
"587","12011040601","2010_2014",0.00132635179380391
"588","12011040601","2015_2019",0.00159510479588853
"589","12011040602","2010_2014",0.0016532297796085
"590","12011040602","2015_2019",0.00151860502936148
"591","12011040701","2010_2014",0.00103554267887586
"592","12011040701","2015_2019",0.00145621661425555
"593","12011040702","2010_2014",0
"594","12011040702","2015_2019",0.000194554186085023
"595","12011040801","2010_2014",0.000871322886361105
"596","12011040801","2015_2019",0.000237820534573054
"597","12011040802","2010_2014",0.00278337108007428
"598","12011040802","2015_2019",0.00130012676114822
"599","12011040901","2010_2014",0.000136239782016349
"600","12011040901","2015_2019",0.000268013468013468
"601","12011040902","2010_2014",0.000397484440576175
"602","12011040902","2015_2019",0.000192307692307692
"603","12011041000","2010_2014",0.000441169317573812
"604","12011041000","2015_2019",0.000205761316872428
"605","12011041100","2010_2014",0.00124731632212019
"606","12011041100","2015_2019",0.000723245180425111
"607","12011041200","2010_2014",0.000414126047488344
"608","12011041200","2015_2019",0.000141442715700141
"609","12011041300","2010_2014",0.0017447493234776
"610","12011041300","2015_2019",0.000576972537218788
"611","12011041400","2010_2014",0.00124492021325259
"612","12011041400","2015_2019",0.000408635568537346
"613","12011041500","2010_2014",0
"614","12011041500","2015_2019",0.00029293064962808
"615","12011041600","2010_2014",0.000666906175398919
"616","12011041600","2015_2019",0.000168998899011392
"617","12011041700","2010_2014",0.00045854438749868
"618","12011041700","2015_2019",0.000552372483744228
"619","12011041801","2010_2014",0.000464000428885434
"620","12011041801","2015_2019",0.00043777091266135
"621","12011041802","2010_2014",0.000116754232340922
"622","12011041802","2015_2019",0.000938594479892002
"623","12011041900","2010_2014",0.0047000939732973
"624","12011041900","2015_2019",0.0136956944731935
"625","12011042000","2010_2014",0.00332566769144996
"626","12011042000","2015_2019",0.00128603595995419
"627","12011042100","2010_2014",0.000638901232092222
"628","12011042100","2015_2019",0.00334574120052238
"629","12011042200","2010_2014",0.0015282123032863
"630","12011042200","2015_2019",0.0019724183814222
"631","12011042301","2010_2014",0.00162929607017359
"632","12011042301","2015_2019",0.000288773508272727
"633","12011042302","2010_2014",0.00938039182204008
"634","12011042302","2015_2019",0
"635","12011042400","2010_2014",0.0003690036900369
"636","12011042400","2015_2019",0.00116616712117776
"637","12011042500","2010_2014",0
"638","12011042500","2015_2019",0.000114030574122998
"639","12011042600","2010_2014",0.00113846134305213
"640","12011042600","2015_2019",0.000616843461761322
"641","12011042700","2010_2014",0.000418998749101867
"642","12011042700","2015_2019",0.000349022560960872
"643","12011042800","2010_2014",0.000486805686953814
"644","12011042800","2015_2019",0
"645","12011042900","2010_2014",0
"646","12011042900","2015_2019",0.000185014983306758
"647","12011043001","2010_2014",0.00294754606478085
"648","12011043001","2015_2019",0.00033955857385399
"649","12011043002","2010_2014",0.000342724707618029
"650","12011043002","2015_2019",0.000455360208926118
"651","12011043100","2010_2014",0.00165577705547842
